-0.516419 -0.068233
2.556154 -1.410985
-0.737047 1.122080
-0.042813 0.271535
-3.004701 -3.532880
0.260570 1.187363
0.803149 -1.636130
-0.420465 0.148572
0.153861 3.238792
-0.469475 1.221281
0.158162 -1.757183
-0.522661 -0.179973
1.018295 -2.617972
-0.837771 1.066236
-0.406268 0.165147
-0.619445 3.221217
0.951945 -0.184136
0.087874 0.123516
-6.230373 -4.346973
0.766157 0.832822
-0.308502 0.244177
-0.468858 0.074869
-0.361681 -0.548796
-0.025259 0.263977
0.627246 -4.729573
0.303757 1.170839
0.846848 -1.618565
-1.479224 -0.454351
-0.998880 -1.308557
-1.254833 -1.004630
-1.167679 -1.125944
-0.017712 0.260214
-0.131625 -0.708651
0.396319 -0.728471
0.604273 2.121454
0.835609 -0.404301
0.347476 -0.742378
0.416006 2.180673
-0.505477 -0.018476
2.945998 -0.428572
-0.686579 1.145975
-0.003258 0.252036
4.863177 -1.011959
0.361777 1.145546
0.028829 0.228185
-3.084821 4.368460
0.457748 1.095178
1.011232 -1.540160
0.128152 -0.765742
-0.522710 -0.126669
0.938515 -0.218449
1.980653 0.479091
0.019214 0.002348
-27.754231 -44.754356
1.011745 0.121290
1.967798 -0.231466
-1.504046 -0.044454
-0.851092 -1.430552
-0.148273 0.289565
3.642516 1.824495
0.035486 1.244959
-0.210562 -0.669131
-0.003623 0.252260
4.835623 -1.120560
0.041766 0.011671
22.395828 8.791362
0.018007 0.002060
0.975655 -0.111080
0.945863 -0.200160
0.317692 -0.749256
0.935835 -0.224859
-0.195694 0.285043
-0.381692 -0.526295
0.073978 0.044633
-11.235010 -5.646509
0.947535 0.517262
0.643532 -0.600885
-0.443031 0.118160
-0.189377 0.286064
3.367989 -1.995699
0.041503 0.011514
4.908235 23.714920
1.006442 0.267140
0.837550 -0.401574
-0.389098 -0.517397
-0.514164 -0.251636
0.623529 -0.615364
1.349542 1.662742
0.918968 -0.262483
-0.203294 0.283643
2.566443 -2.890655
-0.068731 1.256817
0.494940 -1.724868
0.497666 -0.688588
0.963639 1.952132
0.021694 0.234304
-0.079028 -0.728529
0.713190 -0.543076
1.582078 1.404481
0.088575 0.117830
1.643464 -7.608382
0.780359 0.815161
1.423839 -1.237038
-1.502752 -0.288419
-0.942107 -1.358881
-1.269431 -0.981751
0.322137 -0.748305
-0.488206 0.032842
0.007458 0.245044
4.465908 2.419093
0.392039 1.130862
-0.311037 0.242723
-3.451297 -0.762979
0.053146 0.202232
-0.044495 -0.739092
0.026044 0.004361
26.375853 -28.549790
1.012355 0.165089
0.088934 0.093973
-1.150021 -8.652883
0.838074 0.734764
-0.400785 -0.502645
-0.501261 -0.004021
-0.209764 0.282304
2.125972 -3.201737
0.724172 -0.532787
-0.358864 -0.551797
-2.500862 -0.303679
-1.114192 0.842636
-0.175999 0.287804
3.864718 -0.882780
-0.017734 1.252128
-0.515642 -0.243336
-0.483079 -0.358601
-0.104326 -0.719561
-1.683382 1.675870
-1.249455 0.676812
0.031713 0.006543
23.523654 -21.519861
1.011402 0.201944
1.933740 -0.374068
-0.231262 -0.656562
-2.245643 0.945508
-1.192804 0.752650
-0.348503 -0.562514
-2.504984 -0.176707
0.086567 0.077435
-7.413404 -6.114660
0.612187 -0.623195
-0.332547 0.229284
-3.435182 0.529035
-0.302290 1.251730
-0.355313 0.212746
-0.180253 0.287313
3.742054 -1.259492
0.087905 0.123298
0.419898 -0.720556
0.874105 -0.345847
1.900238 0.805180
-1.477553 0.143924
-0.295557 0.251198
-3.155973 -1.685988
0.078810 0.053910
0.768631 -0.487280
0.478626 -0.697276
0.318653 -0.749053
0.300415 2.208137
0.232148 -0.762481
-0.423470 0.144832
-0.407489 0.163788
-0.287660 -0.616757
0.253550 -0.760069
0.027426 2.247891
-1.358882 0.490884
0.021157 0.234743
0.131897 -0.765869
0.982103 -0.086955
2.006181 0.180172
-0.036611 0.269045
-0.328162 -0.582192
0.007971 0.244687
4.381796 2.579503
0.084075 0.067793
0.674557 -0.576634
-0.516557 -0.237797
0.147397 -2.754567
0.206620 -0.764580
-0.349004 0.217584
-0.522553 -0.182012
-0.399190 0.172795
-0.447784 -0.431889
0.003745 0.000088
265.098758 -39.168042
1.003456 0.023532
-0.241180 0.273854
-0.491040 -0.337489
-0.204409 0.283422
2.492952 -2.949207
-0.503322 -0.298558
-0.693578 -2.618491
0.963353 -0.151442
0.003415 0.000073
-52.839688 -288.929261
1.003175 0.021463
1.996153 -0.042563
0.006533 0.000269
142.460992 -58.325131
1.005658 0.041070
0.088961 0.094340
-2.064108 -8.463875
0.837207 0.736091
-0.389366 0.182800
-0.180216 0.287318
3.743265 -1.256318
0.087099 0.080068
0.641913 -0.602090
-0.491021 -0.337542
-1.166532 -2.410885
-0.522481 -0.122439
1.872801 -2.166110
0.007172 0.245242
-0.280706 -0.622150
-0.025202 0.263950
0.640961 -4.728197
0.012475 0.000983
69.203683 -41.926288
1.009308 0.078534
0.345382 -0.742900
0.322597 -0.748205
0.316429 2.204721
0.469091 -0.701413
-0.103103 0.286940
-0.005475 -0.748816
0.030552 0.226622
-3.752925 3.845180
0.463436 1.091830
-0.191924 0.285668
-0.482591 -0.359821
-0.248750 0.271326
-0.135899 -0.706823
0.068771 0.178787
1.151560 6.112843
0.617266 0.983032
-0.443188 0.117928
0.084017 0.141932
6.516810 2.723449
0.718888 0.886798
0.399643 -0.727403
0.616734 2.116870
-0.434244 -0.454549
-2.180901 -1.398442
-1.045322 0.910092
0.049981 0.017243
17.051544 -10.285759
0.998372 0.325896
-0.008950 0.255418
4.192868 -2.560272
0.346282 1.152660
0.719860 -0.536869
-0.235051 0.275760
-0.426169 -0.467080
0.086542 0.131288
-4.673371 5.685233
0.746454 0.856170
0.347338 -0.742412
0.415463 2.180817
-1.380694 0.444374
-0.504052 -0.013400
2.966660 -0.313911
-0.681178 1.148380
-0.011572 -1.748909
-1.414641 -0.685026
0.043830 0.012943
16.823114 -15.509486
1.004601 0.283010
1.890745 -0.509258
-1.507284 -0.101414
-0.058925 0.277147
-4.452750 -0.829222
0.222839 1.200274
0.088090 0.121946
-4.596744 -6.111642
0.770096 0.827998
