2.000000 -0.000000
-1.500000 0.000000
-0.833333 -1.443376
-1.294427 -0.940456
-1.149049 -1.149049
-1.209133 -1.071198
-1.186846 -1.101232
-1.195456 -1.089802
-1.192181 -1.094174
-1.193434 -1.092505
-1.192956 -1.093142
-1.193138 -1.092899
-1.193069 -1.092992
-1.193095 -1.092956
-1.193085 -1.092970
-1.193089 -1.092965
-1.193087 -1.092967
-1.193088 -1.092966
-1.193088 -1.092966
-1.193088 -1.092966
-1.193088 -1.092966
-1.193088 -1.092966
-1.193088 -1.092966
-1.193088 -1.092966
-1.193088 -1.092966
-1.193088 -1.092966
-1.193088 -1.092966
-1.193088 -1.092966
-1.193088 -1.092966
-1.193088 -1.092966
-1.193088 -1.092966
-1.193088 -1.092966
-1.193088 -1.092966
-1.193088 -1.092966
-1.193088 -1.092966
-1.193088 -1.092966
-1.193088 -1.092966
-1.193088 -1.092966
-1.193088 -1.092966
-1.193088 -1.092966
-1.193088 -1.092966
-1.193088 -1.092966
-1.193088 -1.092966
-1.193088 -1.092966
-0.248857 0.271289
-0.779816 -3.633617
-0.151785 1.259971
0.054997 0.199824
2.644162 -5.190271
-0.027631 -0.743575
-0.368315 0.202109
-0.522692 -0.179372
-0.376912 0.194553
-0.396184 -0.508561
0.181614 -0.765819
-0.292399 2.251647
0.046898 0.209825
0.073022 -0.761719
-0.391716 0.180468
-1.387144 3.014822
-0.412453 1.234236
-0.365780 0.204256
-0.117710 0.288559
1.077529 4.068523
0.096343 1.233842
-0.300409 -0.606480
-0.202052 0.283885
-0.114624 -0.715599
0.085822 0.074173
3.943097 -8.988980
0.883738 0.658133
1.594618 -1.046858
-0.504169 -0.295462
-0.653533 -2.631311
0.038065 0.219379
-0.067493 -0.732268
0.962685 -0.153465
-0.235188 0.275719
-0.469997 -0.388864
-0.067045 0.279537
-4.438599 0.597911
0.013896 0.001221
-28.088128 -67.040554
1.009973 0.087522
0.296435 -0.753440
0.749871 -0.507280
-0.508979 -0.031965
0.021490 0.002947
37.776867 28.133525
1.012158 0.135824
-0.389754 0.182418
-0.283484 0.257157
-2.744009 -2.349914
0.801765 -0.448724
-0.039121 0.270076
-2.389116 -4.006107
0.269458 1.184117
0.812066 -1.632652
0.483337 -0.695180
-0.237292 0.275078
-0.393437 -0.512025
0.052243 0.019032
18.902051 -1.773911
0.995547 0.342061
0.082560 0.063182
-7.792897 -7.213241
0.908155 0.610300
-0.402196 0.169593
-0.838513 3.182389
0.088701 0.116548
0.492000 -0.691234
-0.178394 0.287535
3.800027 -1.097222
-0.022258 1.252630
